Invoice_ID,PO_Number,Supplier_ID,Invoice_Amount,Currency,Invoice_Date,Description,Department,Requestor,Status
INV-000693,PO-00128,SUP-015,30512.72,EUR,2025-09-16,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_15,Approve
INV-000694,,SUP-019,4909.29,USD,2025-12-10,Suspicious Non-PO Request,Operations,User_12,Reject
INV-000695,,SUP-043,1919.96,USD,2025-03-23,Suspicious Non-PO Request,Finance,User_9,Reject
INV-000696,PO-00100,SUP-016,2492.78,USD,2026-01-27,Office Cleaning Services - Monthly,Operations,User_7,Approve
INV-000697,PO-00036,SUP-001,46123.04,USD,2025-10-10,Office Cleaning Services - Monthly (Shipping/Tax Diff),Operations,User_2,Review Further
INV-000698,,SUP-005,4165.18,USD,2025-10-24,Suspicious Non-PO Request,Operations,User_6,Reject
INV-000699,PO-00256,SUP-011,30567.6,EUR,2025-10-07,Cloud Hosting Services - AWS,IT,User_17,Reject
INV-000700,PO-00204,SUP-035,15097.44,GBP,2025-11-21,Waste Management Services,Operations,User_4,Review Further
INV-000701,PO-00183,SUP-029,13113.17,USD,2026-02-06,Audit Services - FY2025 (Shipping/Tax Diff),Finance,User_20,Review Further
INV-000702,PO-00125,SUP-029,18055.45,USD,2025-03-17,Payroll Processing Fees - Oct,Finance,User_3,Reject
INV-000703,,SUP-035,1451.49,USD,2025-08-11,Security Guard Services - Nov,Operations,User_11,Review Further
INV-000704,PO-00072,SUP-018,47469.29,USD,2025-02-27,Facilities Management Retainer,Operations,User_4,Approve
INV-000705,,SUP-029,204.81,USD,2025-03-09,Tax Consultation Fees,Finance,User_16,Review Further
INV-000706,PO-00061,SUP-048,7454.97,EUR,2026-02-04,Corporate Insurance Premium,Finance,User_20,Reject
INV-000707,PO-00227,SUP-022,28883.28,EUR,2025-09-05,Bank Transaction Fees,Finance,User_10,Approve
INV-000708,PO-00032,SUP-043,4014.16,USD,2025-01-31,Bank Transaction Fees,Finance,User_8,Approve
INV-000709,PO-00150,SUP-006,47379.51,EUR,2025-10-07,Unrelated Service Fee,Operations,User_10,Reject
INV-000710,PO-00109,SUP-022,36822.87,USD,2025-05-20,Bank Transaction Fees,Finance,User_20,Approve
INV-000711,PO-00114,SUP-006,44065.31,USD,2026-01-12,Unrelated Service Fee,Operations,User_3,Reject
INV-000712,PO-00078,SUP-009,33360.76,USD,2025-10-07,Software Development Consultation - Q3,IT,User_8,Approve
INV-000713,PO-00185,SUP-016,3363.77,USD,2025-04-29,Office Cleaning Services - Monthly,Operations,User_16,Reject
INV-000714,,SUP-003,3639.6,USD,2025-10-13,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_13,Review Further
INV-000715,PO-00281,SUP-022,15041.44,GBP,2025-11-25,Audit Services - FY2025,Finance,User_11,Review Further
INV-000716,PO-00250,SUP-004,10004.26,USD,2025-09-26,HVAC Maintenance and Repair,Operations,User_3,Approve
INV-000717,PO-00182,SUP-030,20340.7,EUR,2025-10-01,Cloud Hosting Services - AWS (Shipping/Tax Diff),IT,User_12,Review Further
INV-000718,PO-00081,SUP-038,36058.12,EUR,2025-05-05,Waste Management Services,Operations,User_13,Approve
INV-000719,PO-00001,SUP-029,6471.9,USD,2026-01-15,Bank Transaction Fees (Shipping/Tax Diff),Finance,User_8,Review Further
INV-000720,PO-00208,SUP-023,5114.89,USD,2025-03-19,Audit Services - FY2025,Finance,User_5,Approve
INV-000721,PO-00049,SUP-022,20091.4,USD,2025-06-25,Unrelated Service Fee,Finance,User_15,Reject
INV-000722,PO-00071,SUP-014,583.72,USD,2025-09-15,Corporate Insurance Premium,Finance,User_12,Approve
INV-000723,PO-00094,SUP-038,2107.72,EUR,2025-10-06,Facilities Management Retainer (Shipping/Tax Diff),Operations,User_6,Review Further
INV-000724,PO-00140,SUP-033,38273.9,EUR,2025-03-01,Google Ads Spend - September,Marketing,User_17,Approve
INV-000725,,SUP-002,221.58,USD,2025-06-08,Suspicious Non-PO Request,Marketing,User_20,Reject
INV-000726,PO-00286,SUP-001,39036.51,USD,2025-06-03,Facilities Management Retainer,Operations,User_13,Approve
INV-000727,PO-00164,SUP-038,38138.3,EUR,2025-03-26,Security Guard Services - Nov,Operations,User_6,Approve
INV-000728,,SUP-048,4118.6,USD,2026-01-02,Suspicious Non-PO Request,Finance,User_9,Reject
INV-000729,PO-00285,SUP-041,8120.15,USD,2025-02-08,Server Rack Maintenance Fee (Shipping/Tax Diff),IT,User_5,Review Further
INV-000730,,SUP-048,1867.06,USD,2025-11-08,Tax Consultation Fees,Finance,User_8,Review Further
INV-000731,PO-00173,SUP-012,955.69,EUR,2025-06-08,Dell Latitude 5520 Laptop (Count: 5) (Shipping/Tax Diff),IT,User_10,Review Further
INV-000732,PO-00182,SUP-030,20456.13,EUR,2025-10-18,Cloud Hosting Services - AWS (Shipping/Tax Diff),IT,User_12,Review Further
INV-000733,PO-00248,SUP-022,54561.63,USD,2025-12-12,Tax Consultation Fees,Finance,User_14,Reject
INV-000734,PO-00082,SUP-014,34715.82,USD,2025-04-21,Audit Services - FY2025 (Shipping/Tax Diff),Finance,User_14,Review Further
INV-000735,PO-00213,SUP-031,58814.66,USD,2025-05-24,Q3 Digital Ad Campaign Management,Marketing,User_1,Reject
INV-000736,PO-00005,SUP-036,40566.81,USD,2025-07-16,Unrelated Service Fee,Finance,User_14,Reject
INV-000737,PO-00023,SUP-024,8328.81,USD,2025-09-13,Dell Latitude 5520 Laptop (Count: 5),IT,User_17,Approve
INV-000738,PO-00033,SUP-049,43051.95,USD,2025-03-08,Security Guard Services - Nov,Operations,User_9,Approve
INV-000739,,SUP-043,2536.89,USD,2025-05-07,Suspicious Non-PO Request,Finance,User_5,Reject
INV-000740,PO-00073,SUP-005,15809.59,USD,2025-11-06,Unrelated Service Fee,Operations,User_13,Reject
INV-000741,PO-00196,SUP-025,5941.35,USD,2025-05-02,Office Cleaning Services - Monthly,Operations,User_1,Approve
INV-000742,PO-00129,SUP-007,43078.25,USD,2025-07-07,Monitor 27-inch 4K - Dell UltraSharp,IT,User_19,Approve
INV-000743,,SUP-030,2878.63,USD,2025-02-08,Monitor 27-inch 4K - Dell UltraSharp,IT,User_18,Review Further
INV-000744,PO-00210,SUP-008,47085.93,USD,2026-02-03,Monitor 27-inch 4K - Dell UltraSharp,IT,User_10,Approve
INV-000745,,SUP-049,717.61,USD,2025-10-27,Suspicious Non-PO Request,Operations,User_7,Reject
INV-000746,PO-00012,SUP-004,10870.6,GBP,2025-08-17,Breakroom Snacks and Coffee,Operations,User_20,Review Further
INV-000747,,SUP-009,404.64,USD,2025-08-22,Microsoft 365 Enterprise Licenses (Annual),IT,User_11,Review Further
INV-000748,PO-00037,SUP-011,40129.33,USD,2025-07-19,Microsoft 365 Enterprise Licenses (Annual),IT,User_7,Approve
INV-000749,PO-00033,SUP-049,45860.7,USD,2025-02-22,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_9,Review Further
INV-000750,PO-00181,SUP-002,47607.6,USD,2025-03-04,Q3 Digital Ad Campaign Management,Marketing,User_18,Reject
INV-000751,PO-00147,SUP-029,13719.28,USD,2025-06-11,Tax Consultation Fees,Finance,User_15,Approve
INV-000752,PO-00106,SUP-030,39913.25,GBP,2025-03-24,Dell Latitude 5520 Laptop (Count: 5),IT,User_18,Review Further
INV-000753,PO-00214,SUP-048,35283.59,USD,2025-07-12,Financial Reporting Software - Seat License,Finance,User_12,Approve
INV-000754,PO-00148,SUP-021,1929.04,USD,2025-03-18,Unrelated Service Fee,Finance,User_6,Reject
INV-000755,PO-00222,SUP-020,15010.64,USD,2025-02-28,Office Cleaning Services - Monthly,Operations,User_7,Reject
INV-000756,,SUP-014,2713.13,USD,2025-04-28,Suspicious Non-PO Request,Finance,User_18,Reject
INV-000757,PO-00176,SUP-020,2151.54,GBP,2025-10-11,Facilities Management Retainer,Operations,User_3,Review Further
INV-000758,PO-00233,SUP-050,7748.99,USD,2025-04-14,Office Supplies - Paper/Pens/Ink,Operations,User_20,Approve
INV-000759,PO-00170,SUP-027,16119.56,USD,2025-11-23,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_15,Review Further
INV-000760,PO-00244,SUP-022,36927.25,USD,2025-07-07,Audit Services - FY2025 (Shipping/Tax Diff),Finance,User_3,Review Further
INV-000761,,SUP-014,3318.85,USD,2025-12-19,Audit Services - FY2025,Finance,User_12,Review Further
INV-000762,PO-00276,SUP-012,21607.43,USD,2025-10-11,Server Rack Maintenance Fee (Shipping/Tax Diff),IT,User_2,Review Further
INV-000763,PO-00269,SUP-002,12407.93,USD,2025-08-21,Email Marketing Platform Subscription,Marketing,User_3,Approve
INV-000764,PO-00028,SUP-043,6855.38,USD,2025-04-21,Payroll Processing Fees - Oct,Finance,User_9,Approve
INV-000765,PO-00150,SUP-006,49842.66,EUR,2025-10-11,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_10,Review Further
INV-000766,PO-00228,SUP-046,1532.4,USD,2025-08-20,Facilities Management Retainer,Operations,User_20,Approve
INV-000767,,SUP-014,3437.34,USD,2025-07-14,Suspicious Non-PO Request,Finance,User_10,Reject
INV-000768,PO-00095,SUP-009,49045.74,EUR,2025-03-24,Dell Latitude 5520 Laptop (Count: 5),IT,User_19,Approve
INV-000769,PO-00001,SUP-029,6010.89,USD,2025-12-09,Unrelated Service Fee,Finance,User_8,Reject
INV-000770,PO-00122,SUP-003,11912.08,USD,2025-08-12,Dell Latitude 5520 Laptop (Count: 5),IT,User_9,Reject
INV-000771,PO-00065,SUP-002,17808.09,USD,2025-10-01,SEO Optimization Services,Marketing,User_1,Approve
INV-000772,PO-00033,SUP-049,43051.95,GBP,2025-03-15,Security Guard Services - Nov,Operations,User_9,Review Further
INV-000773,,SUP-002,1239.79,USD,2025-04-02,Suspicious Non-PO Request,Marketing,User_14,Reject
INV-000774,PO-00154,SUP-003,30868.89,USD,2025-12-15,Server Rack Maintenance Fee (Shipping/Tax Diff),IT,User_15,Review Further
INV-000775,PO-00062,SUP-028,43297.98,EUR,2025-05-24,Cisco Meraki MR56 Access Points,IT,User_1,Approve
INV-000776,PO-00238,SUP-034,3504.29,USD,2025-02-12,Cloud Hosting Services - AWS (Shipping/Tax Diff),IT,User_3,Review Further
INV-000777,PO-00008,SUP-030,7035.49,USD,2025-11-19,Monitor 27-inch 4K - Dell UltraSharp (Shipping/Tax Diff),IT,User_18,Review Further
INV-000778,PO-00068,SUP-044,29239.19,USD,2025-05-06,Financial Reporting Software - Seat License,Finance,User_4,Approve
INV-000779,PO-00076,SUP-018,39395.06,EUR,2025-08-24,Facilities Management Retainer,Operations,User_15,Approve
INV-000780,PO-00141,SUP-044,12271.33,EUR,2025-07-04,Corporate Insurance Premium,Finance,User_16,Reject
INV-000781,PO-00236,SUP-014,5464.9,USD,2025-09-06,Payroll Processing Fees - Oct,Finance,User_9,Reject
INV-000782,PO-00157,SUP-021,16249.73,EUR,2025-02-17,Payroll Processing Fees - Oct,Finance,User_13,Approve
INV-000783,,SUP-043,4930.48,USD,2025-11-25,Suspicious Non-PO Request,Finance,User_9,Reject
INV-000784,,SUP-043,1199.3,USD,2025-12-31,Financial Reporting Software - Seat License,Finance,User_1,Review Further
INV-000785,PO-00172,SUP-006,18268.48,USD,2025-12-11,Breakroom Snacks and Coffee,Operations,User_1,Approve
INV-000786,PO-00070,SUP-022,20924.6,USD,2025-04-14,Corporate Insurance Premium (Shipping/Tax Diff),Finance,User_9,Review Further
INV-000787,,SUP-050,1006.64,USD,2025-01-30,Suspicious Non-PO Request,Operations,User_14,Reject
INV-000788,PO-00073,SUP-005,15809.59,USD,2025-11-12,Waste Management Services,Operations,User_13,Approve
INV-000789,PO-00029,SUP-016,23511.7,USD,2025-12-19,Office Supplies - Paper/Pens/Ink (Shipping/Tax Diff),Operations,User_10,Review Further
INV-000790,PO-00166,SUP-018,7705.7,USD,2025-09-12,Waste Management Services,Operations,User_6,Approve
INV-000791,PO-00118,SUP-018,25468.77,USD,2025-08-10,Pest Control Quarterly Service,Operations,User_10,Reject
INV-000792,PO-00125,SUP-029,12997.68,USD,2025-03-02,Payroll Processing Fees - Oct,Finance,User_3,Approve
INV-000793,PO-00239,SUP-015,34243.8,USD,2025-12-26,Server Rack Maintenance Fee,IT,User_15,Reject
INV-000794,PO-00031,SUP-012,3935.6,USD,2025-05-12,Dell Latitude 5520 Laptop (Count: 5) (Shipping/Tax Diff),IT,User_19,Review Further
INV-000795,PO-00151,SUP-026,21066.77,EUR,2025-07-07,Payroll Processing Fees - Oct,Finance,User_8,Approve
INV-000796,PO-00130,SUP-016,33002.22,USD,2025-03-26,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_7,Review Further
INV-000797,PO-00151,SUP-026,21066.77,EUR,2025-07-01,Payroll Processing Fees - Oct,Finance,User_8,Approve
INV-000798,PO-00179,SUP-029,37454.69,USD,2025-07-03,Financial Reporting Software - Seat License,Finance,User_15,Approve
INV-000799,PO-00038,SUP-044,22706.37,USD,2025-11-24,Payroll Processing Fees - Oct,Finance,User_9,Approve
INV-000800,PO-00184,SUP-013,3629.24,GBP,2026-01-10,Server Rack Maintenance Fee,IT,User_14,Review Further
INV-000801,PO-00130,SUP-016,30676.73,USD,2025-03-18,Security Guard Services - Nov,Operations,User_7,Approve
INV-000802,,SUP-039,3904.72,USD,2026-01-05,Suspicious Non-PO Request,Operations,User_18,Reject
INV-000803,PO-00003,SUP-038,1974.96,USD,2025-03-01,Office Supplies - Paper/Pens/Ink,Operations,User_17,Approve
INV-000804,PO-00285,SUP-041,8118.0,USD,2025-02-15,Server Rack Maintenance Fee (Shipping/Tax Diff),IT,User_5,Review Further
INV-000805,PO-00260,SUP-035,44060.06,USD,2025-04-07,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_15,Review Further
INV-000806,,SUP-026,3545.82,USD,2025-12-04,Suspicious Non-PO Request,Finance,User_12,Reject
INV-000807,PO-00159,SUP-029,29121.38,USD,2025-03-31,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_5,Review Further
INV-000808,PO-00246,SUP-039,17001.42,USD,2025-04-11,HVAC Maintenance and Repair,Operations,User_10,Approve
INV-000809,PO-00118,SUP-018,18944.79,USD,2025-07-12,Pest Control Quarterly Service (Shipping/Tax Diff),Operations,User_10,Review Further
INV-000810,,SUP-006,3574.64,USD,2025-08-16,Suspicious Non-PO Request,Operations,User_10,Reject
INV-000811,PO-00240,SUP-044,9817.85,EUR,2025-12-25,Corporate Insurance Premium,Finance,User_17,Approve
INV-000812,,SUP-035,701.28,USD,2025-04-27,Breakroom Snacks and Coffee,Operations,User_1,Review Further
INV-000813,PO-00249,SUP-046,1402.41,USD,2025-07-19,Breakroom Snacks and Coffee,Operations,User_7,Approve
INV-000814,PO-00192,SUP-016,32154.9,USD,2025-12-22,Office Cleaning Services - Monthly,Operations,User_11,Approve
INV-000815,PO-00018,SUP-043,13505.71,EUR,2025-11-12,Corporate Insurance Premium,Finance,User_19,Approve
INV-000816,PO-00039,SUP-025,47907.78,EUR,2025-06-08,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_18,Review Further
INV-000817,PO-00104,SUP-010,1771.08,USD,2025-11-10,Financial Reporting Software - Seat License,Finance,User_13,Review Further
INV-000818,,SUP-049,322.57,USD,2025-07-11,Suspicious Non-PO Request,Operations,User_2,Reject
INV-000819,PO-00138,SUP-024,32635.84,EUR,2025-09-27,Dell Latitude 5520 Laptop (Count: 5),IT,User_11,Reject
INV-000820,,SUP-050,4968.99,USD,2025-04-06,Suspicious Non-PO Request,Operations,User_10,Reject
INV-000821,PO-00049,SUP-022,20091.4,USD,2025-06-01,Bank Transaction Fees,Finance,User_15,Approve
INV-000822,,SUP-010,1531.51,USD,2025-07-21,Suspicious Non-PO Request,Finance,User_13,Reject
INV-000823,PO-00067,SUP-013,34136.15,USD,2025-09-06,Software Development Consultation - Q3,IT,User_4,Approve
INV-000824,,SUP-037,3488.37,USD,2025-06-03,Suspicious Non-PO Request,IT,User_11,Reject
INV-000825,PO-00164,SUP-038,41436.75,EUR,2025-04-15,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_6,Review Further
INV-000826,PO-00176,SUP-020,2151.54,USD,2025-10-11,Facilities Management Retainer,Operations,User_3,Approve
INV-000827,PO-00156,SUP-042,52548.07,EUR,2025-05-11,Office Supplies - Paper/Pens/Ink (Shipping/Tax Diff),Operations,User_8,Review Further
INV-000828,,SUP-040,2896.96,USD,2025-11-29,Suspicious Non-PO Request,Marketing,User_12,Reject
INV-000829,PO-00016,SUP-016,47846.93,USD,2025-12-10,Facilities Management Retainer (Shipping/Tax Diff),Operations,User_16,Review Further
INV-000830,,SUP-037,1487.92,USD,2025-04-23,Microsoft 365 Enterprise Licenses (Annual),IT,User_1,Review Further
INV-000831,PO-00147,SUP-029,13719.28,USD,2025-05-12,Tax Consultation Fees,Finance,User_15,Approve
INV-000832,PO-00044,SUP-045,14284.99,USD,2025-07-20,Q3 Digital Ad Campaign Management,Marketing,User_11,Reject
INV-000833,PO-00072,SUP-018,47469.29,USD,2025-03-31,Facilities Management Retainer,Operations,User_4,Approve
INV-000834,,SUP-022,1444.05,USD,2025-02-17,Suspicious Non-PO Request,Finance,User_10,Reject
INV-000835,PO-00075,SUP-015,15397.02,USD,2025-12-15,Dell Latitude 5520 Laptop (Count: 5),IT,User_10,Approve
INV-000836,PO-00261,SUP-037,21037.4,USD,2025-03-05,Monitor 27-inch 4K - Dell UltraSharp,IT,User_8,Approve
INV-000837,PO-00078,SUP-009,33360.76,USD,2025-10-16,Software Development Consultation - Q3,IT,User_8,Approve
INV-000838,,SUP-027,4177.44,USD,2025-12-24,Suspicious Non-PO Request,Finance,User_16,Reject
INV-000839,PO-00175,SUP-016,37901.08,USD,2026-02-06,HVAC Maintenance and Repair,Operations,User_2,Approve
INV-000840,PO-00211,SUP-025,17906.49,USD,2025-07-22,Unrelated Service Fee,Operations,User_16,Reject
INV-000841,PO-00098,SUP-013,38180.87,USD,2025-07-09,Monitor 27-inch 4K - Dell UltraSharp,IT,User_14,Approve
INV-000842,PO-00028,SUP-043,6855.38,USD,2025-05-02,Payroll Processing Fees - Oct,Finance,User_9,Approve
INV-000843,PO-00300,SUP-017,32089.55,EUR,2025-12-30,Cisco Meraki MR56 Access Points (Shipping/Tax Diff),IT,User_17,Review Further
INV-000844,,SUP-019,789.06,USD,2025-01-29,Suspicious Non-PO Request,Operations,User_11,Reject
INV-000845,PO-00173,SUP-012,972.7,EUR,2025-06-23,Dell Latitude 5520 Laptop (Count: 5) (Shipping/Tax Diff),IT,User_10,Review Further
INV-000846,PO-00141,SUP-044,9483.71,EUR,2025-06-08,Corporate Insurance Premium,Finance,User_16,Approve
INV-000847,,SUP-027,479.65,USD,2025-05-15,Suspicious Non-PO Request,Finance,User_12,Reject
INV-000848,PO-00039,SUP-025,46795.69,EUR,2025-05-24,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_18,Review Further
INV-000849,PO-00299,SUP-014,4833.25,USD,2026-01-08,Payroll Processing Fees - Oct,Finance,User_5,Reject
INV-000850,PO-00214,SUP-048,35283.59,USD,2025-06-24,Financial Reporting Software - Seat License,Finance,User_12,Approve
INV-000851,PO-00206,SUP-028,22963.92,USD,2025-08-16,Microsoft 365 Enterprise Licenses (Annual) (Shipping/Tax Diff),IT,User_14,Review Further
INV-000852,PO-00230,SUP-050,29649.13,EUR,2025-09-28,Security Guard Services - Nov,Operations,User_10,Approve
INV-000853,PO-00057,SUP-044,32037.11,USD,2025-03-24,Financial Reporting Software - Seat License,Finance,User_15,Approve
INV-000854,PO-00253,SUP-015,2796.47,USD,2025-08-29,Software Development Consultation - Q3 (Shipping/Tax Diff),IT,User_15,Review Further
INV-000855,PO-00084,SUP-036,24788.72,USD,2025-03-20,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_15,Review Further
INV-000856,,SUP-012,3842.59,USD,2025-06-22,Suspicious Non-PO Request,IT,User_1,Reject
INV-000857,,SUP-028,1042.75,USD,2025-06-09,Suspicious Non-PO Request,IT,User_9,Reject
INV-000858,PO-00159,SUP-029,26534.58,USD,2025-03-17,Payroll Processing Fees - Oct,Finance,User_5,Approve
INV-000859,,SUP-017,125.52,USD,2025-11-28,Microsoft 365 Enterprise Licenses (Annual),IT,User_18,Review Further
INV-000860,PO-00139,SUP-049,1780.31,USD,2025-06-01,Office Supplies - Paper/Pens/Ink,Operations,User_9,Approve
INV-000861,PO-00191,SUP-010,11973.05,EUR,2025-06-24,Audit Services - FY2025,Finance,User_3,Reject
INV-000862,PO-00108,SUP-043,5724.17,EUR,2025-10-20,Financial Reporting Software - Seat License,Finance,User_5,Approve
INV-000863,,SUP-011,193.51,USD,2025-12-25,Suspicious Non-PO Request,IT,User_2,Reject
INV-000864,,SUP-004,1989.99,USD,2026-01-09,Suspicious Non-PO Request,Operations,User_20,Reject
INV-000865,PO-00263,SUP-014,7311.18,EUR,2025-05-11,Unrelated Service Fee,Finance,User_5,Reject
INV-000866,PO-00077,SUP-021,11078.22,USD,2026-01-24,Payroll Processing Fees - Oct,Finance,User_3,Approve
INV-000867,PO-00177,SUP-009,37500.3,USD,2025-08-14,Cisco Meraki MR56 Access Points,IT,User_5,Approve
INV-000868,PO-00186,SUP-044,12122.6,USD,2025-04-17,Corporate Insurance Premium,Finance,User_13,Approve
INV-000869,PO-00276,SUP-012,22180.19,USD,2025-10-14,Server Rack Maintenance Fee (Shipping/Tax Diff),IT,User_2,Review Further
INV-000870,PO-00116,SUP-033,5106.14,USD,2025-02-17,SEO Optimization Services,Marketing,User_8,Review Further
INV-000871,,SUP-032,4590.46,USD,2025-07-02,Suspicious Non-PO Request,Finance,User_11,Reject
INV-000872,,SUP-001,608.79,USD,2025-09-16,HVAC Maintenance and Repair,Operations,User_15,Review Further
INV-000873,PO-00005,SUP-036,43418.02,USD,2025-06-12,Audit Services - FY2025 (Shipping/Tax Diff),Finance,User_14,Review Further
INV-000874,PO-00245,SUP-035,30274.16,USD,2025-03-29,Waste Management Services (Shipping/Tax Diff),Operations,User_9,Review Further
INV-000875,PO-00234,SUP-039,4229.99,EUR,2025-12-31,Pest Control Quarterly Service,Operations,User_19,Approve
INV-000876,PO-00063,SUP-010,49790.3,USD,2025-08-17,Payroll Processing Fees - Oct,Finance,User_9,Reject
INV-000877,PO-00142,SUP-009,19308.01,USD,2025-10-16,Software Development Consultation - Q3 (Shipping/Tax Diff),IT,User_4,Review Further
INV-000878,PO-00120,SUP-042,9664.92,EUR,2026-02-14,Office Supplies - Paper/Pens/Ink,Operations,User_9,Approve
INV-000879,,SUP-009,4657.77,USD,2025-11-03,Suspicious Non-PO Request,IT,User_16,Reject
INV-000880,PO-00194,SUP-025,11189.59,GBP,2025-11-22,Office Supplies - Paper/Pens/Ink,Operations,User_5,Review Further
INV-000881,PO-00001,SUP-029,6010.89,USD,2026-01-15,Bank Transaction Fees,Finance,User_8,Approve
INV-000882,,SUP-024,4079.63,USD,2025-07-27,Suspicious Non-PO Request,IT,User_11,Reject
INV-000883,,SUP-050,1127.18,USD,2025-03-26,Suspicious Non-PO Request,Operations,User_19,Reject
INV-000884,PO-00123,SUP-001,27891.27,EUR,2025-03-01,HVAC Maintenance and Repair,Operations,User_4,Approve
INV-000885,PO-00252,SUP-039,20757.48,USD,2025-12-06,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_20,Review Further
INV-000886,,SUP-014,3982.02,USD,2025-12-27,Suspicious Non-PO Request,Finance,User_10,Reject
INV-000887,PO-00288,SUP-043,39432.68,USD,2025-03-27,Corporate Insurance Premium,Finance,User_13,Reject
INV-000888,PO-00079,SUP-009,40424.86,USD,2025-05-28,Cisco Meraki MR56 Access Points,IT,User_2,Approve
INV-000889,,SUP-046,4510.32,USD,2025-02-10,Facilities Management Retainer,Operations,User_1,Review Further
INV-000890,,SUP-026,204.36,USD,2025-08-23,Suspicious Non-PO Request,Finance,User_19,Reject
INV-000891,PO-00111,SUP-027,44140.74,EUR,2025-07-03,Tax Consultation Fees,Finance,User_19,Approve
INV-000892,PO-00284,SUP-048,35727.16,USD,2025-03-18,Payroll Processing Fees - Oct (Shipping/Tax Diff),Finance,User_17,Review Further
INV-000893,PO-00034,SUP-030,27192.08,USD,2025-05-30,Server Rack Maintenance Fee,IT,User_16,Approve
INV-000894,,SUP-012,4987.41,USD,2025-12-23,Cisco Meraki MR56 Access Points,IT,User_5,Review Further
INV-000895,PO-00024,SUP-016,45675.08,USD,2025-11-01,Breakroom Snacks and Coffee,Operations,User_5,Approve
INV-000896,PO-00085,SUP-024,25905.74,USD,2025-10-26,Server Rack Maintenance Fee,IT,User_16,Reject
INV-000897,PO-00047,SUP-007,18722.02,USD,2025-12-11,Dell Latitude 5520 Laptop (Count: 5),IT,User_14,Reject
INV-000898,,SUP-042,2571.6,USD,2025-10-23,Suspicious Non-PO Request,Operations,User_15,Reject
INV-000899,,SUP-019,3042.64,USD,2025-11-05,Suspicious Non-PO Request,Operations,User_16,Reject
INV-000900,,SUP-024,4636.49,USD,2025-11-05,Suspicious Non-PO Request,IT,User_12,Reject
INV-000901,PO-00055,SUP-034,34257.44,EUR,2026-02-14,Cloud Hosting Services - AWS (Shipping/Tax Diff),IT,User_9,Review Further
INV-000902,,SUP-044,3664.42,USD,2025-10-10,Suspicious Non-PO Request,Finance,User_9,Reject
INV-000903,PO-00007,SUP-040,19759.05,USD,2025-04-16,Video Production Services - Promo (Shipping/Tax Diff),Marketing,User_2,Review Further
INV-000904,PO-00033,SUP-049,43051.95,USD,2025-03-12,Security Guard Services - Nov,Operations,User_9,Approve
INV-000905,PO-00013,SUP-030,40074.56,EUR,2025-11-18,Cisco Meraki MR56 Access Points (Shipping/Tax Diff),IT,User_13,Review Further
INV-000906,PO-00171,SUP-010,49968.99,USD,2025-05-28,Payroll Processing Fees - Oct,Finance,User_8,Approve
INV-000907,PO-00207,SUP-021,14004.35,EUR,2026-01-08,Tax Consultation Fees (Shipping/Tax Diff),Finance,User_3,Review Further
INV-000908,,SUP-005,224.86,USD,2025-11-15,Breakroom Snacks and Coffee,Operations,User_10,Review Further
INV-000909,PO-00013,SUP-030,36591.78,EUR,2025-10-18,Cisco Meraki MR56 Access Points,IT,User_13,Approve
INV-000910,PO-00105,SUP-039,29808.84,USD,2025-04-02,Office Supplies - Paper/Pens/Ink,Operations,User_10,Approve
INV-000911,,SUP-016,2449.56,USD,2025-03-19,Suspicious Non-PO Request,Operations,User_17,Reject
INV-000912,,SUP-040,706.07,USD,2025-06-06,Creative Design for Holiday Campaign,Marketing,User_9,Review Further
INV-000913,,SUP-046,914.34,USD,2025-11-12,Suspicious Non-PO Request,Operations,User_5,Reject
INV-000914,,SUP-002,3923.51,USD,2025-05-14,Suspicious Non-PO Request,Marketing,User_16,Reject
INV-000915,PO-00171,SUP-010,49968.99,USD,2025-05-01,Payroll Processing Fees - Oct,Finance,User_8,Approve
INV-000916,PO-00200,SUP-017,2646.57,USD,2025-12-26,Cloud Hosting Services - AWS,IT,User_1,Review Further
INV-000917,PO-00156,SUP-042,49048.34,EUR,2025-05-15,Office Supplies - Paper/Pens/Ink,Operations,User_8,Approve
INV-000918,,SUP-045,2228.92,USD,2025-12-06,Suspicious Non-PO Request,Marketing,User_6,Reject
INV-000919,PO-00181,SUP-002,39638.76,USD,2025-03-18,Q3 Digital Ad Campaign Management,Marketing,User_18,Approve
INV-000920,PO-00235,SUP-023,34216.11,USD,2025-09-11,Corporate Insurance Premium,Finance,User_11,Approve
INV-000921,PO-00294,SUP-017,14872.93,USD,2025-11-18,Cloud Hosting Services - AWS,IT,User_6,Approve
